name,rating,genre,country,budget,gross
Monsters,R,Adventure,United Kingdom,500000,5060438
Insidious,PG-13,Horror,United States,1500000,99557032
RED,PG-13,Action,United States,58000000,199006387
The Last Airbender,PG,Action,United States,150000000,319713881
How to Train Your Dragon,PG,Animation,United States,165000000,494879471
The American,R,Crime,United States,20000000,67876281
Incendies,R,Drama,Canada,6800000,7099598
Sex and the City 2,R,Comedy,United States,100000000,290745055
Alice in Wonderland,PG,Adventure,United States,200000000,1025468216
Despicable Me,PG,Animation,United States,69000000,543113985
Love & Other Drugs,R,Comedy,United States,30000000,102820008
True Grit,PG-13,Drama,United States,38000000,252276927
The Tourist,PG-13,Action,United States,100000000,278780441
The Twilight Saga: Eclipse,PG-13,Action,United States,68000000,698491347
Percy Jackson & the Olympians: The Lightning Thief,PG,Adventure,United Kingdom,95000000,226497209
Clash of the Titans,PG-13,Action,United States,125000000,493214993
The Book of Eli,R,Action,United States,80000000,157107755
Blue Valentine,R,Drama,United States,1000000,15440333
Knight and Day,PG-13,Action,United States,117000000,261989769
Piranha 3D,R,Comedy,United States,24000000,83188165
127 Hours,R,Biography,United States,18000000,60738797
The Expendables,R,Action,United States,80000000,274470394
The Other Guys,PG-13,Action,United States,100000000,170458922
TRON: Legacy,PG,Action,United States,170000000,400063852
Life as We Know It,PG-13,Comedy,United States,38000000,105734416
Toy Story 3,G,Animation,United States,200000000,1066970811
The Next Three Days,PG-13,Action,United States,30000000,67448651
Easy A,PG-13,Comedy,United States,8000000,75026327
The King's Speech,R,Biography,United Kingdom,15000000,427374317
The Fighter,R,Biography,United States,25000000,129190869
The Debt,R,Drama,United States,20000000,45636368
Megamind,PG,Animation,United States,130000000,321885765
The Losers,PG-13,Action,United States,25000000,29397654
Unstoppable,PG-13,Action,United States,100000000,167805466
The Karate Kid,PG,Action,United States,40000000,359126022
Centurion,R,Action,United Kingdom,12000000,6890432
The A-Team,PG-13,Action,United States,110000000,177238796
Hot Tub Time Machine,R,Comedy,United States,36000000,64780213
Prince of Persia: the Sands of Time,PG-13,Action,United States,200000000,336365676
Diary of a Wimpy Kid,PG,Animation,United States,15000000,76196538
Never Let Me Go,R,Drama,United Kingdom,15000000,9918093
Predators,R,Action,United States,40000000,127233108
Legion,R,Action,United States,26000000,67918658
Remember Me,PG-13,Drama,United States,16000000,56032889
Jonah Hex,PG-13,Action,United States,47000000,10903312
Salt,PG-13,Action,United States,110000000,293503354
Morning Glory,PG-13,Comedy,United States,40000000,60040976
Resident Evil: Afterlife,R,Action,Germany,60000000,300228084
Takers,PG-13,Action,United States,32000000,80205382
The Way Back,PG-13,Adventure,United States,30000000,24172201
Killers,PG-13,Action,United States,75000000,98159963
Due Date,R,Comedy,United States,65000000,211780824
Devil,PG-13,Horror,United States,10000000,62695489
Green Zone,R,Action,United Kingdom,100000000,154711438
Faster,R,Action,United States,24000000,35626958
Super,R,Action,United States,2500000,422618
It's Kind of a Funny Story,PG-13,Comedy,United States,8000000,6491240
The Crazies,R,Horror,United States,20000000,54806823
Shrek Forever After,PG,Animation,United States,165000000,752600867
The Chronicles of Narnia: the Voyage of the Dawn Treader,PG,Adventure,United States,155000000,415686217
Let Me In,R,Drama,United Kingdom,20000000,27093592
Date Night,PG-13,Comedy,United States,55000000,152263880
Little Fockers,PG-13,Comedy,United States,100000000,310650585
The Sorcerer's Apprentice,PG,Action,United States,150000000,215283742
The Ghost Writer,PG-13,Crime,France,45000000,60331447
Skyline,PG-13,Action,United States,10000000,66984887
Edge of Darkness,R,Action,United Kingdom,80000000,81126522
Ramona and Beezus,G,Comedy,United States,15000000,27293743
Valentine's Day,PG-13,Comedy,United States,52000000,216485654
Letters to Juliet,PG,Adventure,United States,30000000,79628830
Dear John,PG-13,Drama,United States,25000000,114984666
Get Him to the Greek,R,Comedy,United States,40000000,91720255
Dinner for Schmucks,PG-13,Comedy,United States,69000000,86855739
How Do You Know,PG-13,Comedy,United States,120000000,48668907
Gulliver's Travels,PG,Adventure,United States,112000000,237382724
Tooth Fairy,PG,Comedy,United States,48000000,112462508
The Switch,PG-13,Comedy,United States,19000000,49843011
Step Up,PG-13,Drama,United States,30000000,159291809
Wall Street: Money Never Sleeps,PG-13,Drama,United States,70000000,134748021
The Last Song,PG,Drama,United States,20000000,89137047
Cop Out,R,Action,United States,30000000,55611001
You Again,PG,Comedy,United States,20000000,32054369
The Bounty Hunter,PG-13,Action,United States,40000000,136333522
From Paris with Love,R,Action,France,52000000,52844496
Wild Target,PG-13,Action,United Kingdom,8000000,3494154
When in Rome,PG-13,Comedy,United States,55000000,43053376
Somewhere,R,Comedy,United States,7000000,14788642
Secretariat,PG,Biography,United States,35000000,60321861
Death at a Funeral,R,Comedy,United States,21000000,49050886
The Spy Next Door,PG,Action,United States,28000000,66166000
Hereafter,PG-13,Drama,United States,50000000,106956330
Vampires Suck,PG-13,Comedy,United States,20000000,80547866
Twelve,R,Action,United States,5000000,2648195
Beginners,R,Comedy,United States,3200000,14311701
Legend of the Guardians: the Owls of Ga'Hoole,PG,Animation,United States,80000000,140073390
Rabbit Hole,PG-13,Drama,United States,5000000,5144717
Meek's Cutoff,PG,Adventure,United States,2000000,1205257
Conviction,R,Biography,Switzerland,12500000,11104555
The Company Men,R,Drama,United States,15000000,8087000
Paranormal Activity 2,R,Horror,United States,3000000,177512032
The Killer Inside Me,R,Crime,United Kingdom,13000000,4052191
The Extra Man,R,Comedy,France,7000000,649626
Stone,R,Drama,United States,22000000,10300416
Why Did I Get Married Too?,PG-13,Comedy,United States,20000000,60673972
Fair Game,PG-13,Biography,United States,22000000,25806953
Country Strong,PG-13,Drama,United States,15000000,20529194
Charlie St. Cloud,PG-13,Drama,United States,44000000,48190704
Vanishing on 7th Street,R,Horror,United States,10000000,1671196
You Will Meet a Tall Dark Stranger,R,Comedy,United States,22000000,36015260
The Conspirator,PG-13,Crime,United States,25000000,15625544
Furry Vengeance,PG,Comedy,United Kingdom,35000000,36351945
The Tempest,PG-13,Comedy,United States,20000000,405861
Extraordinary Measures,PG,Drama,United States,31000000,15134293
Yogi Bear,PG,Animation,United States,80000000,203509374
My Soul to Take,R,Horror,United States,25000000,21500813
Hatchet II,R,Action,United States,800000,156190
For Colored Girls,R,Drama,United States,21000000,37981984
Love Ranch,R,Biography,Germany,25000000,146149
Captain America: the First Avenger,PG-13,Action,United States,140000000,370569774
Thor,PG-13,Action,United States,150000000,449326618
Harry Potter and the Deathly Hallows: Part 2,PG-13,Adventure,United Kingdom,125000000,1342321665
Take Shelter,R,Drama,United States,5000000,3741098
Bridesmaids,R,Comedy,United States,32500000,288383523
Fast Five,PG-13,Action,United States,125000000,626137675
Midnight in Paris,PG-13,Comedy,Spain,17000000,151653750
Moneyball,PG-13,Biography,United States,50000000,110206216
The Girl with the Dragon Tattoo,R,Crime,United States,90000000,232617430
Just Go with It,PG-13,Comedy,United States,80000000,214945591
Drive,R,Crime,United States,15000000,77187281
Green Lantern,PG-13,Action,United States,200000000,219851172
The Cabin in the Woods,R,Horror,United States,30000000,69935600
The Help,PG-13,Drama,United States,25000000,216639112
"Crazy, Stupid, Love.",PG-13,Comedy,United States,50000000,145051197
No Strings Attached,R,Comedy,United States,25000000,149228077
Pirates of the Caribbean: on Stranger Tides,PG-13,Action,United States,250000000,1045713802
Sucker Punch,PG-13,Action,United States,82000000,89792502
Warrior,PG-13,Action,United States,25000000,23308615
Kung Fu Panda 2,PG,Animation,United States,150000000,665692281
Friends with Benefits,R,Comedy,United States,35000000,149542245
Immortals,R,Action,United States,75000000,226904017
X-Men: First Class,PG-13,Action,United States,160000000,352616690
Contagion,PG-13,Drama,United Arab Emirates,60000000,136515867
Bad Teacher,R,Comedy,United States,20000000,216197492
In Time,PG-13,Action,United States,40000000,173930596
One Day,PG-13,Drama,United States,15000000,59389433
Scream 4,R,Horror,United States,40000000,97231420
Shame,NC-17,Drama,United Kingdom,6500000,19123767
Mission: Impossible - Ghost Protocol,PG-13,Action,United States,145000000,694713380
Super 8,PG-13,Mystery,United States,50000000,260095986
We Need to Talk About Kevin,R,Drama,United Kingdom,7000000,9232318
Limitless,PG-13,Sci-Fi,United States,27000000,161849455
Unknown,PG-13,Action,United Kingdom,30000000,135710029
Transformers: Dark of the Moon,PG-13,Action,United States,195000000,1123794079
Cowboys & Aliens,PG-13,Action,United States,163000000,174822325
The Twilight Saga: Breaking Dawn - Part 1,PG-13,Adventure,United States,110000000,712205856
Conan the Barbarian,R,Action,United States,90000000,63523283
Cars 2,G,Animation,United States,200000000,559852396
Rango,PG,Animation,United States,135000000,245724603
Source Code,PG-13,Action,United States,32000000,147332697
Real Steel,PG-13,Action,United States,110000000,299268508
Horrible Bosses,R,Comedy,United States,35000000,209838559
Rio,PG,Animation,United States,90000000,483866518
Sherlock Holmes: A Game of Shadows,PG-13,Action,United States,125000000,543848418
The Three Musketeers,PG-13,Action,United States,75000000,132274484
Tower Heist,PG-13,Action,United States,75000000,152930623
Paul,R,Adventure,United States,40000000,97984015
We Bought a Zoo,PG,Comedy,United States,50000000,120081841
Rise of the Planet of the Apes,PG-13,Action,United States,93000000,481800873
Your Highness,R,Adventure,United States,49900000,28013733
The Lincoln Lawyer,R,Crime,United States,40000000,86752352
Colombiana,PG-13,Action,France,40000000,71508440
Larry Crowne,PG-13,Comedy,United States,30000000,75055070
Abduction,PG-13,Action,United States,35000000,82087155
Hugo,PG,Drama,United Kingdom,150000000,185770310
The Tree of Life,PG-13,Drama,United States,32000000,58409247
Killer Joe,Unrated,Crime,United States,11000000,4633668
Kill the Irishman,R,Biography,United States,12000000,1188194
War Horse,PG-13,Action,United States,66000000,177584879
The Change-Up,R,Comedy,United States,52000000,75450437
Margin Call,R,Drama,United States,3500000,19504039
Hanna,PG-13,Action,United States,30000000,63782078
50/50,R,Comedy,United States,8000000,41097853
The Descendants,R,Comedy,United States,20000000,177243185
The Adventures of Tintin,PG,Animation,United States,135000000,373993951
Final Destination 5,R,Action,United States,40000000,157887643
I Am Number Four,PG-13,Action,United States,60000000,149878437
Footloose,PG-13,Comedy,United States,24000000,63543328
You're Next,R,Horror,United States,1000000,26895481
Drive Angry,R,Action,United States,50000000,40909909
Jack and Jill,PG,Comedy,United States,79000000,149673788
Zookeeper,PG,Comedy,United States,80000000,169852759
The Hangover Part II,R,Comedy,United States,80000000,586764305
Hall Pass,R,Comedy,United States,36000000,86157237
The Best Exotic Marigold Hotel,PG-13,Comedy,United Kingdom,10000000,136836272
The Grey,R,Action,United States,25000000,79781695
The Sitter,R,Comedy,United States,25000000,34942188
Take Me Home Tonight,R,Comedy,United States,23000000,7550073
The Mechanic,R,Action,United States,40000000,76130093
Ghost Rider: Spirit of Vengeance,PG-13,Action,United States,57000000,132563930
Battle Los Angeles,PG-13,Action,United States,70000000,211819354
The Green Hornet,PG-13,Action,United States,120000000,227817248
Shark Night,PG-13,Horror,United States,25000000,41363927
J. Edgar,R,Biography,United States,35000000,84920539
Dream House,PG-13,Drama,United States,50000000,39984400
Haywire,R,Action,Ireland,23000000,34513760
The Muppets,PG,Adventure,United States,45000000,165184237
The Smurfs,PG,Animation,United States,110000000,563749323
The Ides of March,R,Drama,United States,12500000,76338111
Fright Night,R,Comedy,United States,30000000,41002607
Soul Surfer,PG,Biography,United States,18000000,47120948
Water for Elephants,PG-13,Drama,United States,38000000,117094902
The Snowtown Murders,Not Rated,Biography,Australia,2000000,1349387
Something Borrowed,PG-13,Comedy,United States,35000000,65100369
Priest,PG-13,Action,United States,60000000,78309505
Johnny English Reborn,PG,Action,United Kingdom,45000000,160078586
Bucky Larson: Born to Be a Star,R,Comedy,United States,10000000,2530394
Diary of a Wimpy Kid: Rodrick Rules,PG,Animation,United States,21000000,72526996
Carnage,R,Comedy,France,25000000,30722632
Attack the Block,R,Action,United Kingdom,13000000,6206022
Young Adult,R,Comedy,United States,12000000,22939027
The Devil's Double,R,Biography,Belgium,19100000,5728213
Another Earth,PG-13,Drama,United States,100000,1938783
Like Crazy,PG-13,Drama,United States,250000,3852409
Gnomeo & Juliet,G,Animation,United Kingdom,36000000,193967670
Puss in Boots,PG,Animation,United States,130000000,554987477
Beastly,PG-13,Drama,United States,17000000,43202283
Bernie,PG-13,Biography,United States,5000000,10173061
Season of the Witch,PG-13,Action,United States,40000000,91627228
Silent House,R,Drama,United States,2000000,16527747
Winnie the Pooh,G,Animation,United States,30000000,49871429
The Eagle,PG-13,Action,United Kingdom,25000000,37989684
The Rum Diary,R,Comedy,United States,45000000,30134958
Spy Kids 4-D: All the Time in the World,PG,Animation,United States,27000000,85564310
The Divide,R,Drama,United States,3000000,145676
Red Riding Hood,PG-13,Fantasy,United States,42000000,90260376
The Rite,PG-13,Drama,United States,37000000,96560591
New Year's Eve,PG-13,Comedy,United States,56000000,142044638
Sound of My Voice,R,Drama,United States,135000,424088
Extremely Loud & Incredibly Close,PG-13,Adventure,United States,40000000,55247881
Alvin and the Chipmunks: Chipwrecked,G,Animation,United States,75000000,342695435
The Big Year,PG,Comedy,United States,41000000,8179416
Straw Dogs,R,Action,United States,25000000,11168712
Red State,R,Action,United States,4000000,1874460
Trespass,R,Crime,United States,35000000,10117966
Machine Gun Preacher,R,Action,United States,30000000,3338690
30 Minutes or Less,R,Action,United States,28000000,40662632
The Iron Lady,PG-13,Biography,United Kingdom,13000000,115890699
Your Sister's Sister,R,Comedy,United States,125000,3242802
Mr. Popper's Penguins,PG,Comedy,United States,55000000,187361754
Courageous,PG-13,Drama,United States,2000000,35185884
Jin ling shi san chai,R,Drama,China,94000000,2855644
Anonymous,PG-13,Drama,United Kingdom,30000000,15395087
Hop,PG,Animation,United States,63000000,183954145
Happy Feet Two,PG,Animation,Australia,135000000,159197038
The Beaver,PG-13,Drama,United States,21000000,7294800
"Big Mommas: Like Father, Like Son",PG-13,Action,United States,32000000,82686066
The Dilemma,PG-13,Comedy,United States,70000000,69721966
Dolphin Tale,PG,Drama,Canada,37000000,95943453
The Avengers,PG-13,Action,United States,220000000,1518815515
Django Unchained,R,Drama,United States,100000000,426074373
The Hobbit: An Unexpected Journey,PG-13,Adventure,New Zealand,180000000,1017003568
The Hunger Games,PG-13,Action,United States,78000000,694394724
The Dark Knight Rises,PG-13,Action,United Kingdom,250000000,1081142612
Pitch Perfect,PG-13,Comedy,United States,17000000,115350426
This Is 40,R,Comedy,United States,35000000,88215156
Prometheus,R,Adventure,United States,130000000,403354469
Moonrise Kingdom,PG-13,Comedy,United States,16000000,68264022
The Impossible,PG-13,Drama,Spain,45000000,198087212
Argo,R,Biography,United States,44500000,232325503
The Twilight Saga: Breaking Dawn - Part 2,PG-13,Adventure,United States,120000000,829747654
Jack Reacher,PG-13,Action,United States,60000000,218340595
Zero Dark Thirty,R,Drama,United States,40000000,132820716
Cloud Atlas,R,Action,United States,102000000,130482868
Skyfall,PG-13,Action,United Kingdom,200000000,1108569499
The Perks of Being a Wallflower,PG-13,Drama,United States,13000000,33384127
The Amazing Spider-Man,PG-13,Action,United States,230000000,757930663
Les Misérables,PG-13,Drama,United Kingdom,61000000,441809770
Silver Linings Playbook,R,Comedy,United States,21000000,236412453
Snow White and the Huntsman,PG-13,Action,United States,170000000,396592829
The Master,R,Drama,United States,32000000,28258060
Looper,R,Action,United States,30000000,176506819
Killing Them Softly,R,Crime,United States,15000000,37930465
Flight,R,Drama,United States,31000000,161772375
21 Jump Street,R,Action,United States,42000000,201585328
Ted,R,Comedy,United States,50000000,549368315
Sinister,R,Horror,United States,3000000,82515113
This Means War,PG-13,Action,United States,65000000,156491279
That's My Boy,R,Comedy,United States,70000000,57719093
Lincoln,PG-13,Biography,United States,65000000,275293450
The Place Beyond the Pines,R,Crime,United States,15000000,47052899
Dredd,R,Action,United Kingdom,50000000,41037742
Dark Shadows,PG-13,Comedy,United States,150000000,245527149
John Carter,PG-13,Action,United States,250000000,284139100
Battleship,PG-13,Action,United States,209000000,303025485
Magic Mike,R,Comedy,United States,7000000,167739961
Hotel Transylvania,PG,Animation,United States,85000000,358375603
Lawless,R,Crime,United States,26000000,55404207
Spring Breakers,R,Crime,United States,5000000,32170399
Piranha 3DD,R,Comedy,United States,5000000,8518634
Seeking a Friend for the End of the World,R,Adventure,United States,10000000,11681781
The Bourne Legacy,PG-13,Action,United States,125000000,276144750
Abraham Lincoln: Vampire Hunter,R,Action,United States,69000000,116471580
Total Recall,PG-13,Action,United States,125000000,198467168
Project X,R,Comedy,United States,12000000,102731865
American Reunion,R,Comedy,United States,50000000,234989584
Savages,R,Crime,United States,45000000,82966152
Life of Pi,PG,Adventure,United States,120000000,609016565
Anna Karenina,R,Drama,United Kingdom,40600000,68929150
Resident Evil: Retribution,R,Action,Germany,65000000,240159255
Men in Black 3,PG-13,Action,United States,225000000,624026776
Journey 2: The Mysterious Island,PG,Action,United States,79000000,335260290
Seven Psychopaths,R,Comedy,United Kingdom,15000000,32226382
Rock of Ages,PG-13,Comedy,United States,75000000,59418613
The Dictator,R,Comedy,United States,65000000,179379533
The Watch,R,Comedy,United States,68000000,68267862
The Expendables 2,R,Action,United States,100000000,314975955
Safety Not Guaranteed,R,Comedy,United States,750000,4424699
Chronicle,PG-13,Adventure,United States,12000000,126636097
End of Watch,R,Action,United States,7000000,55078146
Wrath of the Titans,PG-13,Action,United States,150000000,301970083
Mud,PG-13,Drama,United States,10000000,32613173
The Lorax,PG,Animation,United States,70000000,348840316
Diary of a Wimpy Kid: Dog Days,PG,Animation,United States,22000000,77229695
The Lucky One,PG-13,Drama,United States,25000000,99357138
The Iceman,R,Biography,United States,10000000,4552970
Maniac,Not Rated,Horror,France,6000000,2631275
Madagascar 3: Europe's Most Wanted,PG,Animation,United States,145000000,746921274
The Five-Year Engagement,R,Comedy,United States,30000000,54169363
The Sessions,R,Biography,United States,1000000,10656155
The Woman in Black,PG-13,Drama,United Kingdom,17000000,128955898
The Three Stooges,PG,Comedy,United States,30000000,54819301
Think Like a Man,PG-13,Comedy,United States,12000000,96070507
The Vow,PG-13,Drama,United States,30000000,196114570
Taken 2,PG-13,Action,France,45000000,376152455
The Company You Keep,R,Drama,United States,2000000,20014680
Passion,R,Adventure,France,20000000,713616
On the Road,R,Adventure,France,25000000,9617377
Bullet to the Head,R,Action,United States,45000000,21947209
The First Time,PG-13,Comedy,United States,2000000,92654
Ice Age: Continental Drift,PG,Animation,United States,95000000,877244782
No One Lives,R,Horror,United States,2900000,1048704
Mirror Mirror,PG,Adventure,United States,85000000,183018522
The Lords of Salem,R,Horror,United States,1500000,1544989
Step Up Revolution,PG-13,Drama,United States,33000000,140470746
Ruby Sparks,R,Comedy,United States,8000000,9368803
The Paperboy,R,Crime,United States,12500000,3783865
Safe,R,Action,United States,30000000,41564670
Alex Cross,PG-13,Action,United States,35000000,34618867
Amour,PG-13,Drama,Austria,8900000,29664140
What to Expect When You're Expecting,PG-13,Comedy,United States,40000000,84384002
Here Comes the Boom,PG,Action,United States,42000000,73100172
The Collection,R,Horror,United States,7500000,9929706
ParaNorman,PG,Animation,United States,60000000,107139399
Contraband,R,Action,United States,25000000,96262212
Cosmopolis,R,Crime,Canada,20500000,7029095
The Campaign,R,Comedy,United States,95000000,104907746
Frankenweenie,PG,Animation,United States,39000000,81493846
The Guilt Trip,PG-13,Comedy,United States,40000000,41863726
Promised Land,R,Drama,United States,15000000,11039031
Chasing Mavericks,PG,Biography,United States,20000000,7942116
One for the Money,PG-13,Action,United States,40000000,38084162
Lay the Favorite,R,Comedy,United States,26350000,1577272
Parental Guidance,PG,Comedy,United States,25000000,119772232
The Raven,R,Crime,United States,26000000,29699345
Stolen,R,Action,United States,35000000,17415418
Kon-Tiki,PG-13,Adventure,United Kingdom,16600000,22842887
Paranormal Activity 4,R,Horror,United States,5000000,142802657
Playing for Keeps,PG-13,Comedy,United States,35000000,30962335
The Odd Life of Timothy Green,PG,Comedy,United States,25000000,56012642
Premium Rush,PG-13,Action,United States,35000000,31083599
The Pirates! Band of Misfits,PG,Animation,United Kingdom,55000000,123054041
Hope Springs,PG-13,Comedy,United States,30000000,114281051
People Like Us,PG-13,Comedy,United States,16000000,12558931
Vamps,PG-13,Comedy,United States,16000000,92748
A Thousand Words,PG-13,Comedy,United States,40000000,22044277
Big Miracle,PG,Biography,United States,40000000,24740061
What Maisie Knew,R,Drama,United States,6000000,2711379
The Devil Inside,R,Horror,United States,1000000,101758490
Robot & Frank,PG-13,Comedy,United States,2500000,4806423
The Wolf of Wall Street,R,Biography,United States,100000000,392000694
Iron Man 3,PG-13,Action,United States,200000000,1214811252
The Conjuring,R,Horror,United States,20000000,320290989
Prisoners,R,Crime,United States,46000000,122126687
Thor: The Dark World,PG-13,Action,United States,170000000,644783140
The Purge,R,Horror,United States,3000000,89328627
Grown Ups 2,PG-13,Comedy,United States,80000000,246984278
Fast & Furious 6,PG-13,Action,United States,160000000,788680968
Gravity,PG-13,Drama,United Kingdom,100000000,723192705
About Time,R,Comedy,United Kingdom,12000000,87100449
The Hobbit: The Desolation of Smaug,PG-13,Adventure,New Zealand,225000000,959007513
Man of Steel,PG-13,Action,United States,225000000,668045518
Under the Skin,R,Drama,United Kingdom,13300000,5866389
Only Lovers Left Alive,R,Comedy,United Kingdom,7000000,7609187
Her,R,Drama,United States,23000000,48517427
We're the Millers,R,Comedy,United States,37000000,269994119
Kick-Ass 2,R,Action,United Kingdom,28000000,60795985
Frozen,PG,Animation,United States,150000000,1281508100
The Great Gatsby,PG-13,Drama,Australia,105000000,353642274
American Hustle,R,Crime,United States,40000000,251171807
The Green Inferno,R,Adventure,United States,5000000,12666449
Rush,R,Action,United Kingdom,38000000,96983009
Now You See Me,PG-13,Crime,United States,75000000,351723989
Oblivion,PG-13,Action,United States,120000000,286168572
Identity Thief,R,Comedy,United States,35000000,173965010
Star Trek Into Darkness,PG-13,Action,United States,190000000,467365246
The Hunger Games: Catching Fire,PG-13,Action,United States,130000000,865011746
Homefront,R,Action,United States,22000000,48449416
Movie 43,R,Comedy,United States,6000000,32443111
World War Z,PG-13,Action,United States,190000000,540455876
12 Years a Slave,R,Biography,United States,20000000,187733202
G.I. Joe: Retaliation,PG-13,Action,United States,130000000,375740705
Dallas Buyers Club,R,Biography,United States,5000000,55736588
The Secret Life of Walter Mitty,PG,Adventure,United States,90000000,188133322
Pacific Rim,PG-13,Action,United States,190000000,411002906
This Is the End,R,Comedy,United States,32000000,126041322
The Internship,PG-13,Comedy,United States,58000000,93492844
Captain Phillips,PG-13,Adventure,United States,55000000,218791811
Evil Dead,R,Horror,United States,17000000,97542952
White House Down,PG-13,Action,United States,150000000,205366737
Olympus Has Fallen,R,Action,United States,70000000,170270201
Lone Survivor,R,Action,United States,40000000,154802912
Oz the Great and Powerful,PG,Adventure,United States,215000000,493311825
Pain & Gain,R,Action,United States,26000000,87305549
Oldboy,R,Action,United States,30000000,5186767
Out of the Furnace,R,Action,United Kingdom,22000000,15661554
Ender's Game,PG-13,Action,United States,110000000,125544024
Anchorman 2: the Legend Continues,PG-13,Comedy,United States,50000000,173649931
The World's End,R,Comedy,United Kingdom,20000000,46091271
The Mortal Instruments: City of Bones,PG-13,Action,United States,60000000,95396573
Mama,PG-13,Fantasy,Canada,15000000,146428180
Riddick,R,Action,Canada,38000000,98337295
A Good Day to Die Hard,R,Action,United States,92000000,304654182
Escape Plan,R,Action,United States,50000000,137328301
The Wolverine,PG-13,Action,United States,120000000,414828246
Texas Chainsaw,R,Horror,United States,20000000,47340586
Despicable Me 2,PG,Animation,United States,76000000,970766005
Adore,R,Drama,Australia,16000000,1575749
Machete Kills,R,Action,United States,20000000,17496820
Warm Bodies,PG-13,Comedy,United States,35000000,116980662
Percy Jackson: Sea of Monsters,PG,Adventure,United States,90000000,199850315
Blue Jasmine,PG-13,Comedy,United States,18000000,99104804
Safe Haven,PG-13,Drama,United States,28000000,97594140
Gangster Squad,R,Action,United States,60000000,105200903
August: Osage County,R,Comedy,United States,25000000,74188937
Locke,R,Drama,United Kingdom,2000000,5090608
Before Midnight,R,Drama,United States,3000000,20994648
Begin Again,R,Comedy,United States,8000000,65652908
Oculus,R,Horror,United States,5000000,44459951
The Counselor,R,Crime,United Kingdom,25000000,71009334
Parker,R,Action,United States,35000000,46922566
The Call,R,Crime,United States,13000000,68572631
Scary Movie V,PG-13,Comedy,United States,20000000,78378744
R.I.P.D.,PG-13,Action,United States,130000000,78324220
Inside Llewyn Davis,R,Comedy,United States,11000000,32960249
Carrie,R,Drama,United States,30000000,84790678
The Lone Ranger,PG-13,Action,United States,215000000,260502115
The Host,PG-13,Action,United States,40000000,63365859
Turbo,PG,Animation,United States,135000000,282570682
What If,PG-13,Comedy,Canada,11000000,8526288
2 Guns,R,Action,United States,61000000,131940411
Enough Said,PG-13,Comedy,United States,8000000,25288872
Side Effects,R,Crime,United States,30000000,63414135
The Heat,R,Action,United States,43000000,229930771
Insidious: Chapter 2,PG-13,Horror,United States,5000000,161919318
Redemption,R,Action,United Kingdom,20000000,12671109
After Earth,PG-13,Action,United States,130000000,243611982
Lee Daniels' The Butler,PG-13,Biography,United States,30000000,177313795
Only God Forgives,R,Action,Denmark,4800000,10639616
RED 2,PG-13,Action,United States,84000000,148075565
Dead Man Down,R,Action,United States,30000000,18074539
42,PG-13,Biography,United States,40000000,97470701
Filth,R,Comedy,United Kingdom,5000000,8417248
Saving Mr. Banks,PG-13,Biography,United States,35000000,117867984
The Hangover Part III,R,Comedy,United States,103000000,362000072
The Bling Ring,R,Biography,United States,8000000,20045576
The Family,R,Comedy,France,30000000,78418811
The Wind Rises,PG-13,Animation,Japan,30000000,136533257
Beautiful Creatures,PG-13,Drama,United States,60000000,60052138
Joe,R,Crime,United States,4000000,2431443
Delivery Man,PG-13,Comedy,United States,26000000,53120346
Grudge Match,PG-13,Comedy,United States,40000000,44907260
Jack the Giant Slayer,PG-13,Adventure,United Kingdom,195000000,197687603
Blue Ruin,R,Crime,United States,420000,993313
Epic,PG,Animation,United States,100000000,268426634
Dark Skies,PG-13,Horror,United States,3500000,27858103
Nebraska,R,Adventure,United States,12000000,27682872
Labor Day,PG-13,Drama,United States,18000000,20275812
Trance,R,Crime,United Kingdom,20000000,24261569
The Zero Theorem,R,Comedy,United Kingdom,8500000,1486506
All Is Lost,PG-13,Action,United States,9000000,13627519
Third Person,R,Drama,Belgium,28000000,2624761
The Grandmaster,PG-13,Action,Hong Kong,38600000,73906736
Snitch,PG-13,Action,United States,15000000,57824674
The Smurfs 2,PG,Animation,United States,105000000,347545360
Last Vegas,PG-13,Comedy,United States,28000000,134409025
Fruitvale Station,R,Biography,United States,900000,17385830
Philomena,PG-13,Biography,United Kingdom,12000000,100129872
The Canyons,R,Drama,United States,250000,270185
The Immigrant,R,Drama,United States,16000000,5952884
21 & Over,R,Comedy,United States,13000000,48065672
Runner Runner,R,Crime,United States,30000000,62675095
A Haunted House,R,Comedy,United States,2500000,60159584
How I Live Now,R,Action,United Kingdom,8000000,925762
Upstream Color,Not Rated,Drama,United States,50000,587174
Parkland,PG-13,Drama,United States,10000000,1412181
Paranoia,PG-13,Drama,United States,35000000,17056265
The Fifth Estate,R,Biography,United States,28000000,9058564
The East,PG-13,Crime,United Kingdom,6500000,2891812
Getaway,PG-13,Action,United States,18000000,11806432
Guardians of the Galaxy,PG-13,Action,United States,170000000,773350147
Interstellar,PG-13,Adventure,United States,165000000,701729206
John Wick,R,Action,United States,20000000,86081711
Edge of Tomorrow,PG-13,Action,United States,178000000,370541256
Gone Girl,R,Drama,United States,61000000,369330363
Captain America: The Winter Soldier,PG-13,Action,United States,170000000,714421503
The Grand Budapest Hotel,R,Adventure,United States,25000000,172945750
Whiplash,R,Drama,United States,3300000,49396747
Kingsman: The Secret Service,R,Action,United Kingdom,81000000,414351546
Ex Machina,R,Drama,United Kingdom,15000000,36869414
